invoiceno,stockcode,quantity,invoicedate,unitprice,customerid,country
567380,21039,6,9/20/2011 10:06,2.55,12620.0,France
566746,22598,24,9/14/2011 15:18,0.85,13321.0,United Kingdom
579297,21428,1,11/29/2011 11:23,8.29,,United Kingdom
552460,21936,5,5/9/2011 14:44,2.95,13178.0,United Kingdom
559652,21175,12,7/11/2011 12:47,2.55,17164.0,United Kingdom
564838,22209,1,8/30/2011 12:43,3.29,,United Kingdom
565231,20979,1,9/2/2011 9:26,2.46,,United Kingdom
551603,82600,4,5/3/2011 11:34,2.1,16745.0,United Kingdom
542931,22892,12,2/2/2011 10:46,1.25,15589.0,United Kingdom
549128,22995,36,4/6/2011 14:25,0.42,16713.0,United Kingdom
C541863,21231,-9,1/23/2011 16:08,1.06,13798.0,United Kingdom
577613,21913,4,11/21/2011 10:02,3.75,14911.0,EIRE
550900,23205,30,4/21/2011 12:11,0.85,16553.0,United Kingdom
541424,90198A,1,1/17/2011 17:57,4.15,,United Kingdom
554382,21829,72,5/24/2011 11:55,0.21,17365.0,United Kingdom
562542,22031,12,8/5/2011 15:40,0.42,17377.0,United Kingdom
554974,21128,4,5/27/2011 17:14,6.95,14031.0,United Kingdom
569669,23131,1,10/5/2011 13:47,4.15,14730.0,United Kingdom
555150,22255,10,5/31/2011 15:53,1.63,,United Kingdom
665126,23206,30,09/02/2011 16:28,1.65,16320,United Kingdom
545163,21878,12,2/28/2011 13:39,0.85,16607.0,United Kingdom
546429,22951,1,3/13/2011 15:25,0.55,17611.0,United Kingdom
538345,84789,4,12/10/2010 14:45,3.75,13787.0,United Kingdom
564489,23255,4,8/25/2011 14:13,4.15,15950.0,United Kingdom
678447,22630,2,01/01/2012 15:53,1.95,17540,United Kingdom
577078,22659,2,11/17/2011 15:17,4.13,,United Kingdom
553199,21577,2,5/15/2011 15:13,2.25,17758.0,United Kingdom
561247,23235,6,7/26/2011 11:38,2.89,16592.0,United Kingdom
537859,22797,1,12/8/2010 16:11,16.95,14030.0,United Kingdom
543275,90010E,1,2/6/2011 12:49,8.95,13584.0,United Kingdom
580961,22423,8,12/6/2011 14:40,12.75,14572.0,United Kingdom
556932,21991,1,6/15/2011 15:41,2.46,,United Kingdom
544599,22974,1,2/21/2011 18:15,3.29,,United Kingdom
570218,22767,2,10/9/2011 12:20,9.95,16873.0,United Kingdom
570467,22139,3,10/10/2011 16:06,4.95,12607.0,USA
568531,22915,18,9/27/2011 13:49,0.42,16713.0,United Kingdom
551815,23078,24,5/4/2011 11:46,1.25,18065.0,United Kingdom
562850,22356,30,8/10/2011 10:08,0.85,14680.0,United Kingdom
573585,22367,1,10/31/2011 14:41,4.13,,United Kingdom
562928,22710,25,8/10/2011 15:29,0.42,15494.0,United Kingdom
572674,23490,3,10/25/2011 13:17,3.75,14173.0,United Kingdom
C562952,23244,-2,8/11/2011 10:10,1.95,12749.0,United Kingdom
574950,22893,8,11/8/2011 9:29,0.83,,United Kingdom
579286,84692,1,11/29/2011 10:57,0.42,17772.0,United Kingdom
562890,23298,6,8/10/2011 12:11,4.95,14191.0,United Kingdom
548005,21499,25,3/29/2011 10:49,0.42,14128.0,United Kingdom
543036,22132,6,2/2/2011 15:57,0.85,17223.0,United Kingdom
561926,23227,24,8/1/2011 12:48,1.25,12749.0,United Kingdom
570855,22818,12,10/12/2011 14:56,0.42,17314.0,United Kingdom
580729,23562,2,12/5/2011 17:24,5.79,,United Kingdom
568988,22819,12,9/29/2011 16:38,0.42,12718.0,France
578827,22219,1,11/25/2011 14:25,1.63,,United Kingdom
564373,22627,6,8/25/2011 9:56,8.5,15290.0,United Kingdom
575855,21671,2,11/11/2011 12:24,1.45,14527.0,United Kingdom
576841,23168,1,11/16/2011 15:26,1.25,17368.0,United Kingdom
636881,84663A,1,01/05/2011 11:36,5.91,3823,United Kingdom
C545997,22634,-1,3/8/2011 14:35,9.95,12679.0,France
564300,23346,4,8/24/2011 11:31,1.25,16723.0,United Kingdom
546383,21232,12,3/11/2011 12:54,1.25,13654.0,United Kingdom
557850,23240,6,6/23/2011 10:56,4.15,12720.0,Germany
571702,85150,6,10/18/2011 15:06,2.55,14639.0,United Kingdom
553869,23173,2,5/19/2011 14:27,9.95,15394.0,United Kingdom
578118,22086,12,11/23/2011 10:08,2.95,12955.0,United Kingdom
542662,22960,6,1/31/2011 12:10,4.25,18145.0,United Kingdom
549257,84725,1,4/7/2011 12:29,1.65,14465.0,United Kingdom
655921,22967,6,08/12/2011 13:48,2.95,16355,EIRE
550471,22963,1,4/18/2011 13:52,1.63,,United Kingdom
546423,22248,2,3/13/2011 12:39,0.85,14502.0,United Kingdom
669717,21232,1,11/22/2011 15:56,2.46,2867,United Kingdom
547249,20719,1,3/22/2011 9:27,1.63,,United Kingdom
571932,21731,1,10/19/2011 17:21,1.65,,United Kingdom
578946,20728,1,11/27/2011 13:47,1.65,16005.0,United Kingdom
581405,22099,1,12/8/2011 13:50,0.39,13521.0,United Kingdom
C580954,84997A,-9,12/6/2011 14:19,3.75,12967.0,United Kingdom
568791,22421,12,9/29/2011 9:51,0.42,16650.0,United Kingdom
650774,85049C,1,07/06/2011 16:52,1.25,17695,United Kingdom
576085,22141,6,11/14/2011 8:28,2.1,15365.0,United Kingdom
673260,22301,6,12/16/2011 13:58,2.55,19704,United Kingdom
649653,84050,1,04/23/2011 11:14,1.65,21782,United Kingdom
576398,22110,6,11/15/2011 10:48,2.55,15758.0,United Kingdom
540418,22161,5,1/7/2011 11:04,0.81,,United Kingdom
557295,POST,1,6/19/2011 13:37,18.0,12724.0,France
559807,21980,12,7/12/2011 14:48,0.29,17841.0,United Kingdom
544161,20728,10,2/16/2011 12:59,1.65,16875.0,United Kingdom
538524,22502,2,12/13/2010 9:35,8.47,,United Kingdom
545713,22112,1,3/7/2011 10:11,5.79,,United Kingdom
550496,22132,2,4/18/2011 15:05,0.85,,United Kingdom
548567,23078,24,4/1/2011 10:34,1.25,17965.0,United Kingdom
540352,15039,1,1/6/2011 14:27,1.66,,United Kingdom
575739,23566,2,11/11/2011 9:05,2.46,,United Kingdom
680262,23394,2,01/28/2012 14:50,3.75,16255,United Kingdom
576618,23559,2,11/15/2011 17:00,4.13,,United Kingdom
580367,23005,5,12/2/2011 16:39,0.83,,United Kingdom
556636,20679,2,6/13/2011 15:30,12.46,,United Kingdom
540288,21158,1,1/6/2011 12:45,1.45,17634.0,United Kingdom
564642,22536,24,8/26/2011 13:22,0.42,13527.0,United Kingdom
541489,21314,1,1/18/2011 13:38,2.1,15023.0,United Kingdom
541523,21528,3,1/19/2011 10:09,6.95,17708.0,United Kingdom
576326,23321,4,11/14/2011 15:18,1.65,16504.0,United Kingdom
551997,21154,1,5/5/2011 15:47,2.46,,United Kingdom
537648,20971,12,12/7/2010 15:48,1.25,12839.0,United Kingdom
553834,23171,12,5/19/2011 11:47,1.65,15189.0,United Kingdom
636986,15036,12,12/07/2010 15:03,0.75,18025,United Kingdom
552277,21865,6,5/8/2011 12:34,2.1,13642.0,United Kingdom
540464,84792,8,1/7/2011 13:17,3.81,14298.0,United Kingdom
567659,21891,12,9/21/2011 14:55,1.45,17475.0,United Kingdom
571668,23359,12,10/18/2011 13:10,1.95,16515.0,United Kingdom
569238,22085,3,10/2/2011 15:52,2.95,17954.0,United Kingdom
555393,47566,4,6/2/2011 17:00,4.95,14221.0,United Kingdom
580881,23199,10,12/6/2011 12:19,2.08,16620.0,United Kingdom
541523,21534,2,1/19/2011 10:09,4.95,17708.0,United Kingdom
562649,82580,3,8/8/2011 13:11,0.55,14606.0,United Kingdom
551868,23231,25,5/4/2011 16:29,0.42,12540.0,Spain
554507,21206,12,5/24/2011 15:29,1.65,15513.0,United Kingdom
577228,22804,6,11/18/2011 12:07,2.95,12391.0,Cyprus
581180,23506,20,12/7/2011 15:52,0.42,12347.0,Iceland
570488,85036A,1,10/10/2011 17:12,8.29,14096.0,United Kingdom
638091,37449,2,02/05/2011 11:30,9.95,15393,United Kingdom
579002,23289,4,11/27/2011 16:27,1.25,14093.0,United Kingdom
C547675,22263,-49,3/24/2011 14:07,0.66,17754.0,United Kingdom
540992,22077,4,1/12/2011 16:57,1.65,17364.0,United Kingdom
580032,21328,3,12/1/2011 12:17,1.65,14659.0,United Kingdom
570598,22592,4,10/11/2011 11:55,3.75,14175.0,United Kingdom
579777,21883,1,11/30/2011 15:13,1.63,,United Kingdom
551056,21523,1,4/26/2011 11:51,7.95,16442.0,United Kingdom
573149,84625A,2,10/27/2011 19:56,0.85,16438.0,United Kingdom
562539,23163,3,8/5/2011 15:30,2.49,17220.0,United Kingdom
538198,20762,2,12/10/2010 11:01,3.75,17827.0,United Kingdom
572762,22960,6,10/26/2011 9:50,4.25,15240.0,United Kingdom
550955,21914,12,4/21/2011 16:26,1.25,14189.0,United Kingdom
545996,22908,6,3/8/2011 14:12,0.85,14367.0,United Kingdom
578307,22630,2,11/23/2011 15:53,1.95,17290.0,United Kingdom
563830,21391,24,8/19/2011 12:20,0.75,16638.0,United Kingdom
575740,22579,24,11/11/2011 9:25,0.29,18130.0,United Kingdom
541260,22666,2,1/16/2011 15:44,2.95,16059.0,United Kingdom
578344,22541,1,11/24/2011 9:21,0.83,,United Kingdom
543013,84535B,1,2/2/2011 13:35,1.46,,United Kingdom
569630,23293,8,10/5/2011 11:44,0.83,13458.0,United Kingdom
C549786,21381,-24,4/12/2011 11:58,1.69,14071.0,United Kingdom
577038,23266,6,11/17/2011 13:30,1.25,14796.0,United Kingdom
668664,22728,4,11/16/2011 11:26,3.75,16449,United Kingdom
550352,22179,1,4/18/2011 10:21,6.75,16719.0,United Kingdom
562717,22784,1,8/8/2011 15:42,10.79,,United Kingdom
545812,85040A,12,3/7/2011 12:26,1.65,14214.0,United Kingdom
646478,35914,2,05/25/2011 16:16,0.83,2946,United Kingdom
580730,22420,1,12/5/2011 17:28,0.83,,United Kingdom
574076,23328,12,11/2/2011 15:38,7.46,,United Kingdom
552325,23204,20,5/9/2011 9:47,0.85,12490.0,France
580094,23394,2,12/1/2011 14:50,3.75,15904.0,United Kingdom
577230,23365,48,11/18/2011 12:08,0.65,18034.0,United Kingdom
547708,82551,288,3/24/2011 18:34,1.7,17450.0,United Kingdom
567213,22141,1,9/19/2011 11:04,2.1,14684.0,United Kingdom
541181,22502,16,1/14/2011 11:50,4.95,12877.0,United Kingdom
643781,20676,8,02/26/2011 10:15,1.25,17893,United Kingdom
569824,23354,6,10/6/2011 12:22,0.83,17295.0,United Kingdom
555406,84879,16,6/2/2011 19:50,1.69,17231.0,United Kingdom
541104,21026,1,1/13/2011 14:29,0.83,,United Kingdom
579146,22111,1,11/28/2011 13:14,4.95,16347.0,United Kingdom
658731,47591D,8,08/21/2011 15:46,1.95,15440,EIRE
571676,35648,2,10/18/2011 13:29,0.83,16910.0,United Kingdom
553946,22699,6,5/20/2011 10:48,2.95,15601.0,United Kingdom
577228,21733,6,11/18/2011 12:07,2.95,12391.0,Cyprus
676410,20978,1,11/21/2011 14:24,1.25,20030,United Kingdom
560025,85099B,1,7/14/2011 13:00,2.08,18283.0,United Kingdom
564848,22775,60,8/30/2011 15:37,1.25,16928.0,United Kingdom
565856,21922,1,9/7/2011 14:09,7.95,17345.0,United Kingdom
560576,22295,6,7/19/2011 14:59,1.65,17287.0,United Kingdom
580610,85049e,2,12/5/2011 11:48,3.29,,United Kingdom
539196,72741,9,12/16/2010 12:09,1.45,18055.0,United Kingdom
C560880,22666,-3,7/21/2011 15:39,2.95,15152.0,United Kingdom
547414,21754,3,3/23/2011 9:54,5.95,17733.0,United Kingdom
561797,22149,6,7/29/2011 13:37,2.1,13178.0,United Kingdom
576652,22812,3,11/16/2011 10:39,1.95,17198.0,United Kingdom
575324,22866,12,11/9/2011 13:45,2.1,14240.0,United Kingdom
538593,21704,12,12/13/2010 11:51,0.85,16701.0,United Kingdom
580065,84029G,4,12/1/2011 13:33,4.25,15434.0,United Kingdom
576861,22578,50,11/16/2011 16:00,0.29,18041.0,United Kingdom
556432,22178,24,6/10/2011 13:59,1.25,16184.0,United Kingdom
578463,23367,16,11/24/2011 12:30,0.65,12757.0,Portugal
553350,21232,12,5/16/2011 13:32,1.25,12871.0,United Kingdom
581219,22144,2,12/8/2011 9:28,4.13,,United Kingdom
560434,23300,1,7/18/2011 15:56,3.29,,United Kingdom
547962,21714,12,3/28/2011 15:38,1.25,12957.0,United Kingdom
543630,21446,2,2/10/2011 16:01,1.25,15046.0,United Kingdom
C543635,84949,-6,03/13/2011 16:33,1.65,16974,United Kingdom
538783,22565,12,12/14/2010 11:38,0.85,14961.0,United Kingdom
579301,85123A,3,11/29/2011 11:32,2.95,18118.0,United Kingdom
575219,21509,72,11/9/2011 11:17,0.36,17511.0,United Kingdom
547867,85152,2,3/27/2011 13:56,2.1,13357.0,United Kingdom
557762,20726,10,6/22/2011 14:01,1.65,15810.0,United Kingdom
578539,22138,9,11/24/2011 14:55,4.95,,Unspecified
565854,21564,6,9/7/2011 13:22,2.95,12490.0,France
537775,22203,4,12/8/2010 12:41,3.75,17722.0,United Kingdom
560240,22517,1,7/17/2011 11:59,2.1,15716.0,United Kingdom
541827,21212,1,1/21/2011 17:05,1.25,,United Kingdom
556201,23162,8,6/9/2011 13:01,3.75,12347.0,Iceland
576147,23583,20,11/14/2011 10:49,1.65,16303.0,United Kingdom
554075,21789,24,5/22/2011 11:29,0.85,16038.0,United Kingdom
544637,22933,18,2/22/2011 11:20,2.95,16546.0,United Kingdom
538370,22698,4,12/12/2010 11:06,2.95,16923.0,United Kingdom
571559,23202,10,10/18/2011 9:32,2.08,14911.0,EIRE
653434,22074,1,07/23/2011 16:19,2.46,3276,United Kingdom
561692,21912,4,7/29/2011 9:48,3.75,14143.0,United Kingdom
551698,23201,200,5/3/2011 13:52,1.79,13694.0,United Kingdom
637354,22375,1,12/10/2010 16:00,4.25,14769,United Kingdom
539471,21985,12,12/19/2010 14:16,0.29,17358.0,United Kingdom
543816,22953,3,2/13/2011 15:26,1.25,17841.0,United Kingdom
578551,23177,1,11/24/2011 15:05,2.25,12937.0,United Kingdom
559112,22699,2,7/6/2011 11:59,2.95,17315.0,United Kingdom
540995,22973,1,1/13/2011 9:30,3.29,,United Kingdom
671998,23174,4,01/09/2012 09:28,4.15,16003,EIRE
681264,21172,1,01/11/2012 15:07,1.45,20846,United Kingdom
547788,21090,7,3/25/2011 12:00,0.83,,United Kingdom
564840,22947,1,8/30/2011 12:49,16.63,,United Kingdom
572662,23316,1,10/25/2011 12:54,9.95,15443.0,United Kingdom
536973,22296,12,12/3/2010 13:43,1.65,17787.0,United Kingdom
552662,84970l,3,5/10/2011 15:04,2.08,,United Kingdom
564974,22672,1,8/31/2011 15:32,3.29,,United Kingdom
546985,21320,6,3/18/2011 12:41,2.55,18270.0,United Kingdom
578516,21930,10,11/24/2011 13:53,2.08,14591.0,United Kingdom
571944,22066,48,10/20/2011 10:15,0.39,13755.0,United Kingdom
568614,22952,24,9/28/2011 11:26,0.55,13515.0,United Kingdom
580468,22227,4,12/4/2011 12:31,0.65,12748.0,United Kingdom
556503,15056BL,3,6/13/2011 8:44,5.95,13517.0,United Kingdom
540681,82494L,1,1/10/2011 16:25,7.62,,United Kingdom
547397,20711,1,3/22/2011 16:55,4.13,,United Kingdom
641567,22161,1,02/23/2011 16:06,1.63,4482,United Kingdom
548894,22378,2,4/4/2011 16:01,4.13,,United Kingdom
542898,22796,1,2/1/2011 14:01,9.95,16110.0,United Kingdom
564904,23263,12,8/31/2011 12:11,1.25,15984.0,United Kingdom
567878,21558,1,9/22/2011 14:42,2.55,16910.0,United Kingdom
543470,84380,12,2/8/2011 14:58,1.25,16951.0,United Kingdom
537852,21874,12,12/8/2010 15:56,1.25,17340.0,United Kingdom
552320,21559,12,5/9/2011 8:26,2.55,13985.0,United Kingdom
579144,82494L,24,11/28/2011 13:11,2.55,13269.0,United Kingdom
542344,21131,1,1/27/2011 11:30,8.29,,United Kingdom
573245,23393,1,10/28/2011 12:08,3.75,17841.0,United Kingdom
581219,22586,1,12/8/2011 9:28,1.63,,United Kingdom
571554,21212,7,10/18/2011 9:13,2.08,,United Kingdom
538630,22077,12,12/13/2010 13:25,1.65,14565.0,United Kingdom
542629,22629,24,1/31/2011 9:57,1.95,12731.0,France
540551,22602,1,1/10/2011 9:43,1.66,,United Kingdom
552828,22046,25,5/11/2011 13:23,0.42,13662.0,United Kingdom
545105,22899,12,2/28/2011 11:58,2.1,12598.0,France
571669,22112,2,10/18/2011 13:11,4.95,17758.0,United Kingdom
676416,23215,1,02/01/2012 14:59,2.08,18487,United Kingdom
547223,10002,5,3/21/2011 15:10,0.85,12867.0,United Kingdom
573183,22998,10,10/28/2011 11:33,0.42,15028.0,United Kingdom
570694,22720,3,10/12/2011 8:10,4.95,14911.0,EIRE
566329,21216,2,9/12/2011 12:20,4.95,14527.0,United Kingdom
539225,21356,12,12/16/2010 13:02,1.25,15379.0,United Kingdom
572681,23232,25,10/25/2011 13:51,0.42,13510.0,United Kingdom
666807,22558,12,10/13/2011 12:52,1.65,14628,United Kingdom
569896,21373,4,10/6/2011 15:58,0.75,,United Kingdom
540540,22443,3,1/9/2011 15:10,7.95,17218.0,United Kingdom
543467,21790,2,2/8/2011 14:35,1.63,,United Kingdom
570488,23183,2,10/10/2011 17:12,7.46,14096.0,United Kingdom
564825,23188,3,8/30/2011 12:26,3.29,,United Kingdom
570465,90123A,1,10/10/2011 16:02,5.82,,United Kingdom
561465,22869,1,7/27/2011 12:45,1.95,16447.0,United Kingdom
565472,79321,2,9/5/2011 10:15,5.75,16255.0,United Kingdom
536876,84663A,1,12/3/2010 11:36,5.91,,United Kingdom
567656,51014A,26,9/21/2011 14:40,0.83,14096.0,United Kingdom
542667,20726,10,1/31/2011 12:16,1.65,17068.0,United Kingdom
575141,20728,10,11/8/2011 15:35,1.65,15615.0,United Kingdom
581425,22659,1,12/8/2011 15:31,1.95,14796.0,United Kingdom
555602,47504K,12,6/6/2011 11:26,1.95,16235.0,United Kingdom
545294,22194,1,3/1/2011 12:07,8.5,17965.0,United Kingdom
570842,22113,4,10/12/2011 14:21,4.25,17676.0,United Kingdom
571850,21889,4,10/19/2011 12:54,1.25,14698.0,United Kingdom
568149,23319,12,9/25/2011 11:38,2.49,14285.0,United Kingdom
637717,21982,6,02/15/2011 15:28,0.85,1832,United Kingdom
548163,21931,3,3/29/2011 13:43,4.13,,United Kingdom
581219,22558,3,12/8/2011 9:28,3.29,,United Kingdom
547785,22520,2,3/25/2011 11:41,0.85,13097.0,United Kingdom
568144,21933,10,9/25/2011 11:29,1.65,14005.0,United Kingdom
579885,23136,1,11/30/2011 17:37,3.75,15444.0,United Kingdom
537871,22556,1,12/8/2010 17:20,1.65,12748.0,United Kingdom
676366,22578,3,12/02/2011 12:47,0.29,21271,United Kingdom
538566,22567,1,12/13/2010 11:21,2.51,,United Kingdom
576078,23365,4,11/13/2011 16:22,0.65,14432.0,United Kingdom
565840,22670,2,9/7/2011 12:02,2.46,,United Kingdom
566283,21166,12,9/11/2011 14:34,2.08,17838.0,United Kingdom
552232,21630,1,5/6/2011 15:54,18.29,,United Kingdom
548893,20719,1,4/4/2011 15:54,1.63,,United Kingdom
578072,23113,1,11/22/2011 16:02,4.95,17759.0,United Kingdom
560772,22149,1,7/20/2011 16:12,4.13,,United Kingdom
571671,23210,6,10/18/2011 13:15,1.25,16940.0,United Kingdom
538108,22637,4,12/9/2010 15:23,2.55,17456.0,United Kingdom
567742,23144,12,9/22/2011 10:47,0.83,14261.0,United Kingdom
573122,22187,2,10/27/2011 16:23,1.95,14357.0,United Kingdom
542691,84978,72,1/31/2011 12:34,1.06,13408.0,United Kingdom
560996,22295,12,7/22/2011 13:53,1.65,17625.0,United Kingdom
537852,22197,13,12/8/2010 15:56,0.85,17340.0,United Kingdom
561056,22650,12,7/24/2011 13:17,1.45,13477.0,United Kingdom
539958,85132A,3,12/23/2010 13:26,8.47,,United Kingdom
562922,20728,20,8/10/2011 14:26,1.65,12594.0,Italy
563920,21671,12,8/21/2011 14:00,1.25,16407.0,United Kingdom
543054,21080,12,2/3/2011 10:39,0.85,13394.0,United Kingdom
671121,20828,2,10/21/2011 14:48,2.55,17675,United Kingdom
577820,23169,18,11/22/2011 9:24,3.75,13408.0,United Kingdom
540098,21977,1,1/4/2011 15:50,0.55,16241.0,United Kingdom
540154,84968C,4,1/5/2011 11:30,8.47,,United Kingdom
562348,23051,2,8/4/2011 12:36,8.25,17511.0,United Kingdom
577531,22699,7,11/20/2011 13:58,5.79,,United Kingdom
543124,22171,2,2/3/2011 14:15,8.5,15311.0,United Kingdom
541414,21733,1,1/17/2011 16:14,2.95,18212.0,United Kingdom
574873,22111,5,11/7/2011 13:01,4.95,16362.0,United Kingdom
561693,23550,25,7/29/2011 9:48,0.42,15120.0,United Kingdom
549813,21710,1,4/12/2011 12:16,4.95,17972.0,United Kingdom
555979,22383,2,6/8/2011 11:18,1.65,15039.0,United Kingdom
554098,22029,12,5/22/2011 13:01,0.42,14769.0,United Kingdom
575624,23295,40,11/10/2011 13:18,0.83,18217.0,United Kingdom
538313,22727,2,12/10/2010 13:50,3.75,15514.0,United Kingdom
540647,72232,1,1/10/2011 14:57,0.19,17406.0,United Kingdom
567656,84969,1,9/21/2011 14:40,8.29,14096.0,United Kingdom
540821,22090,1,1/11/2011 13:16,5.91,,United Kingdom
568909,22596,12,9/29/2011 13:38,1.25,16818.0,United Kingdom
555399,22560,3,6/2/2011 17:41,1.25,15555.0,United Kingdom
562377,23165,6,8/4/2011 15:04,1.65,14535.0,United Kingdom
557849,21931,10,6/23/2011 10:52,2.08,17613.0,United Kingdom
545721,82484,1,3/7/2011 10:52,7.9,15039.0,United Kingdom
563909,85204,5,8/21/2011 12:36,0.12,15701.0,United Kingdom
558077,22740,96,6/26/2011 10:59,0.85,13408.0,United Kingdom
548351,82583,12,3/30/2011 14:51,2.1,13001.0,United Kingdom
574328,22580,12,11/4/2011 9:05,5.95,13081.0,United Kingdom
563213,21673,6,8/14/2011 12:55,1.25,16115.0,United Kingdom
576837,21000,1,11/16/2011 15:16,3.29,,United Kingdom
581175,23172,48,12/7/2011 15:16,1.45,14646.0,Netherlands
536876,84945,6,12/3/2010 11:36,1.84,,United Kingdom
574841,22580,3,11/7/2011 11:42,5.95,14156.0,EIRE
577695,37489D,4,11/21/2011 11:55,0.39,15645.0,United Kingdom
571318,22139,24,10/17/2011 10:50,4.95,17404.0,Sweden
580536,22302,6,12/4/2011 16:07,2.55,12490.0,France
557598,85040A,36,6/21/2011 11:33,1.65,14667.0,United Kingdom
541302,84945,12,1/17/2011 14:18,0.85,13769.0,United Kingdom
549429,85099F,20,4/8/2011 12:06,2.08,17001.0,United Kingdom
552779,22729,4,5/11/2011 12:13,3.75,13013.0,United Kingdom
562649,21985,4,8/8/2011 13:11,0.29,14606.0,United Kingdom
539333,22507,4,12/17/2010 9:52,4.95,13627.0,United Kingdom
561352,22910,40,7/26/2011 14:41,2.55,18094.0,United Kingdom
574501,47503A,12,11/4/2011 13:15,0.42,12577.0,France
562933,22310,1,8/10/2011 16:51,3.29,,United Kingdom
539436,20966,2,12/17/2010 14:49,2.51,,United Kingdom
566606,22749,4,9/13/2011 16:33,3.75,15194.0,United Kingdom
565150,23325,12,9/1/2011 14:26,1.45,14298.0,United Kingdom
538524,22533,1,12/13/2010 9:35,0.85,,United Kingdom
543121,22505,4,2/3/2011 13:58,4.95,12662.0,Germany
571653,23432,48,10/18/2011 12:17,0.72,14298.0,United Kingdom
643624,21790,2,02/14/2011 14:35,1.63,1893,United Kingdom
548153,22521,12,3/29/2011 13:05,0.85,15129.0,United Kingdom
565409,21124,24,9/4/2011 11:15,1.25,16761.0,United Kingdom
550467,85200,2,4/18/2011 13:36,1.25,18009.0,United Kingdom
553504,47590B,3,5/17/2011 13:26,5.45,13310.0,United Kingdom
556090,75049L,2,6/8/2011 15:25,2.46,,United Kingdom
562457,23309,24,8/5/2011 11:00,0.55,18079.0,United Kingdom
563248,84978,6,8/15/2011 11:30,1.25,14702.0,United Kingdom
537645,85039a,1,12/7/2010 15:34,3.36,,United Kingdom
559338,22494,2,7/7/2011 16:30,2.46,,United Kingdom
543099,22699,72,2/3/2011 12:00,2.55,16684.0,United Kingdom
555560,37342,2,6/5/2011 14:20,0.79,17346.0,United Kingdom
575742,23292,8,11/11/2011 9:46,1.25,14309.0,United Kingdom
578065,22468,1,11/22/2011 15:41,13.29,,United Kingdom
550033,21931,2,4/14/2011 11:45,2.08,15005.0,United Kingdom
545035,82600,6,2/25/2011 17:03,2.1,15078.0,United Kingdom
564755,22646,1,8/30/2011 10:31,3.29,,United Kingdom
569202,23247,1,9/30/2011 17:22,5.79,,United Kingdom
580875,22067,36,12/6/2011 12:11,0.39,17744.0,United Kingdom
550513,22431,3,4/18/2011 16:37,1.95,16928.0,United Kingdom
564483,22333,8,8/25/2011 13:46,1.65,14050.0,United Kingdom
571291,22467,2,10/16/2011 15:44,2.55,13610.0,United Kingdom
578620,21889,1,11/24/2011 15:21,1.25,17247.0,United Kingdom
545333,35915C,3,3/1/2011 16:22,0.83,,United Kingdom
578041,84029G,3,11/22/2011 14:23,4.25,17338.0,United Kingdom
540798,21094,6,1/11/2011 12:11,0.85,17365.0,United Kingdom
571716,22665,2,10/18/2011 17:05,5.79,,United Kingdom
550298,23076,24,4/15/2011 16:11,1.25,17346.0,United Kingdom
548502,84997c,2,3/31/2011 14:17,8.29,,United Kingdom
562346,20728,20,8/4/2011 12:14,1.65,16187.0,United Kingdom
672132,23085,4,12/13/2011 18:08,10.4,17861,United Kingdom
577773,23245,4,11/21/2011 15:57,4.95,16712.0,United Kingdom
547552,20712,2,3/23/2011 15:55,4.13,,United Kingdom
552325,23206,10,5/9/2011 9:47,1.65,12490.0,France
558111,23091,1,6/26/2011 16:06,6.25,17114.0,United Kingdom
564483,22435,12,8/25/2011 13:46,1.25,14050.0,United Kingdom
555322,85099B,1,6/2/2011 11:01,4.13,,United Kingdom
560926,22219,2,7/22/2011 9:20,1.63,,United Kingdom
651852,84877A,1,06/07/2011 16:06,3.29,1749,United Kingdom
659037,84507B,1,09/17/2011 16:18,4.96,3576,United Kingdom
550620,20971,12,4/19/2011 13:39,1.25,12585.0,Germany
642476,21212,120,02/24/2011 11:35,0.42,19232,United Kingdom
579430,23503,2,11/29/2011 13:06,1.25,12748.0,United Kingdom
566281,22741,48,9/11/2011 14:15,0.85,12748.0,United Kingdom
537196,21326,12,12/5/2010 13:55,0.65,15426.0,United Kingdom
549578,21175,12,4/11/2011 8:49,2.55,17340.0,United Kingdom
580729,22951,2,12/5/2011 17:24,1.25,,United Kingdom
570252,23426,6,10/10/2011 9:14,2.89,14665.0,United Kingdom
580727,23245,6,12/5/2011 17:17,10.79,14096.0,United Kingdom
656153,47590B,6,07/25/2011 14:57,5.45,17513,United Kingdom
541421,20717,30,1/17/2011 17:44,0.83,,United Kingdom
650550,22179,1,06/12/2011 10:21,6.75,21371,United Kingdom
568949,21122,1,9/29/2011 15:13,2.46,,United Kingdom
555242,84879,24,6/1/2011 13:40,1.69,16424.0,United Kingdom
576614,22945,6,11/15/2011 16:38,0.85,12933.0,United Kingdom
680890,22951,2,12/27/2011 17:24,1.25,893,United Kingdom
572108,23085,4,10/20/2011 18:08,10.4,15814.0,United Kingdom
681283,35095B,1,02/22/2012 09:28,0.83,691,United Kingdom
561214,21429,1,7/25/2011 17:00,4.13,,United Kingdom
651083,22727,4,06/18/2011 11:34,3.75,15480,United Kingdom
577613,22113,4,11/21/2011 10:02,4.25,14911.0,EIRE
573300,23570,1,10/28/2011 16:10,1.25,16049.0,United Kingdom
573909,22913,1,11/1/2011 15:26,4.95,17813.0,United Kingdom
